# 加成描述到Effect名称|modified_attribute_name的映射字典
# 格式: 加成描述: effect_name|modified_attr_name

## 能量炮台

xx% 无人机伤害加成: skillBonusDroneInterfacing|damageMultiplier/fighterAbilityAttackMissileDamageMultiplier/fighterAbilityAttackTurretDamageMultiplier/fighterAbilityMissilesDamageMultiplier/miningAmount
xx% 无人机伤害加成: skillBonusFighters|fighterAbilityAttackMissileDamageMultiplier/fighterAbilityAttackTurretDamageMultiplier/fighterAbilityMissilesDamageMultiplier
xx% 无人机伤害加成: skillBonusHeavyFighters|fighterAbilityAttackMissileDamageMultiplier/fighterAbilityAttackTurretDamageMultiplier/fighterAbilityMissilesDamageMultiplier
xx% 无人机伤害加成: subsystemBonusAmarrOffensive3DroneDamageHP|shieldCapacity/armorHP/hp/damageMultiplier
xx% 无人机伤害加成: subsystemBonusAmarrOffensiveDroneDamageMultiplier|damageMultiplier
xx% 无人机伤害加成: subsystemBonusGallenteOffensive3DroneDamageMultiplier|damageMultiplier
xx% 无人机伤害加成: subsystemBonusGallenteOffensiveDroneDamageHP|armorHP/shieldCapacity/hp/damageMultiplier
xx% 无人机伤害加成: systemDamageDrones|damageMultiplier
xx% 无人机伤害加成: systemDroneDamageBonusPercent|damageMultiplier
xx% 无人机伤害加成: systemGammaStorm|shieldExplosiveDamageResonance/explosiveDamageResonance/armorDamageAmount/armorDamageAmount/shieldCapacity/shieldBonus/shieldBonus/capacitorCapacity/signatureRadius/armorExplosiveDamageResonance
xx% 无人机加成:  eliteBonusCommandShipDroneRangeCS1|maxRange
xx% 无人机加成:  oreExecutiveRoleBonusSalvageDroneAdditionalAccessDifficultyRoleBonus|accessDifficultyBonus
xx% 无人机加成: StellianColossusMaxDroneBonus2|maxActiveDrones
xx% 无人机加成: StellianGB2DroneOptimalandFalloffBonus2|maxRange/falloff
xx% 无人机加成: capitalIndustrialShipBonusDroneIceCycleTime|duration
xx% 无人机加成: capitalIndustrialShipSkillLevelDroneHitPoints|capitalIndustrialShipBonusDroneHitPoints
xx% 无人机加成: capitalIndustrialShipSkillLevelDroneIceHarvestingCycleTime|capitalIndustrialShipBonusDroneIceCycleTime
xx% 无人机加成: capitalIndustrialShipSkillLevelDroneOreMiningYield|capitalIndustrialShipBonusDroneOreMiningYield
xx% 无人机加成: droneBandWidthPenaltyOnline|droneBandwidth
xx% 无人机加成: droneBandwidthAddPassive|droneBandwidth
xx% 无人机加成: droneCapacityAdddroneCapacityPassive|droneCapacity
xx% 无人机加成: droneMaxActiveDrones|droneCapacity/maxActiveDrones/droneBandwidth
xx% 无人机加成: droneMaxRangeBonus|maxRange
xx% 无人机加成: droneOptimalFalloffBonusPassive|maxRange/falloff
xx% 无人机加成: droneRangeBonusAdd|droneControlDistance
xx% 无人机加成: droneRangeBounsForBooster|droneControlDistance
xx% 无人机加成: droneRigStasisWebSpeedFactorBonus|speedFactor
xx% 无人机加成: droneSalvageBonus|accessDifficultyBonus
xx% 无人机加成: droneSalvageSkillBonus|accessDifficultyBonus
xx% 无人机加成: droneShieldBonusBonusEffect|shieldBonus
xx% 无人机加成: droneTurretSpeedBonus|trackingSpeed
xx% 无人机加成: dronesMaxActiveDroneBonusModAddMaxActiveLocationChar|maxActiveDrones
xx% 无人机加成: dronesSkillBoostMaxActiveDroneBonus|maxActiveDroneBonus
xx% 无人机加成: eliteBonusDroneTrackingOptimalBlackOps2|trackingSpeed/maxRange
xx% 无人机加成: eliteBonusMarauderDroneRangeandTracking|trackingSpeed/maxRange
xx% 无人机加成: hydraDroneRangeEffect|maxRange/falloff
xx% 无人机加成: iceHarvestingDroneOperationDurationBonus|duration
xx% 无人机加成: industrialCommandBonusDroneIceHarvestingCycleTime|duration
xx% 无人机加成: industrialCommandSkillLevelDroneHitPoints|industrialCommandBonusDroneHitPoints
xx% 无人机加成: industrialCommandSkillLevelDroneIceHarvestingCycleTime|industrialCommandBonusDroneIceHarvestingCycleTime
xx% 无人机加成: industrialCommandSkillLevelDroneOreMiningYield|industrialCommandBonusDroneOreMiningYield
xx% 无人机加成: moduleBonusCapitalDroneDurabilityEnhancer|hp/armorHP/shieldCapacity/shieldCapacity/cpuOutput
xx% 无人机加成: moduleBonusCapitalDroneScopeChip|cpuOutput/maxRange/fighterAbilityAttackMissileRangeOptimal/fighterAbilityAttackTurretRangeOptimal/fighterAbilityMissilesRange
xx% 无人机加成: moduleBonusCapitalDroneSpeedAugmentor|cpuOutput/maxVelocity/maxVelocity
xx% 无人机加成: npcBehaviorIndustrialCore|maxVelocity/warpScrambleStatus/mass/remoteRepairImpedance/remoteAssistanceImpedance/sensorDampenerResistance/ECMResistance/behaviorShieldBoosterAmount/behaviorShieldBoosterDuration/behaviorRemoteShieldBoostDuration/behaviorRemoteShieldBoostDischarge/behaviorRemoteShieldBoostRange/behaviorRemoteShieldBoostFalloff
xx% 无人机加成: propulsionDroneJammingStrength|speedFactor
xx% 无人机加成: repairDroneShieldBonusBonus|shieldBonus
xx% 无人机加成: rigDrawbackReductionDrones|drawback
xx% 无人机加成: rigDroneManufactureMaterialBonus|attributeDroneManufactureMaterialMultiplier
xx% 无人机加成: rigDroneManufactureTimeBonus|attributeDroneManufactureTimeMultiplier
xx% 无人机加成: scoutDroneOperationSkillBoostDroneRangeBonus|droneRangeBonus
xx% 无人机加成: shipBonusCarrierA2SupportFighterBonusRange|fighterAbilityEnergyNeutralizerOptimalRange/fighterSquadronOrbitRange
xx% 无人机加成: shipBonusCarrierA5SupportFighterBonusEffect|fighterAbilityEnergyNeutralizerAmount
xx% 无人机加成: shipBonusCarrierC2SupportFighterBonusRange|fighterAbilityECMRangeOptimal/fighterSquadronOrbitRange
xx% 无人机加成: shipBonusCarrierC5SupportFighterBonusEffect|fighterAbilityECMStrengthGravimetric/fighterAbilityECMStrengthLadar/fighterAbilityECMStrengthMagnetometric/fighterAbilityECMStrengthRadar
xx% 无人机加成: shipBonusCarrierConcord4FighterRefuelingTime|fighterRefuelingTime
xx% 无人机加成: shipBonusCarrierConcord5FighterSkillChargeTime|fighterAbilityRearmTimePerCharge
xx% 无人机加成: shipBonusCarrierG2SupportFighterBonusRange|fighterAbilityWarpDisruptionRange/fighterSquadronOrbitRange
xx% 无人机加成: shipBonusCarrierG5SupportFighterBonusSpeed|fighterAbilityAfterburnerSpeedBonus
xx% 无人机加成: shipBonusCarrierM2SupportFighterBonusRange|fighterAbilityStasisWebifierOptimalRange/fighterSquadronOrbitRange
xx% 无人机加成: shipBonusCarrierM5SupportFighterBonusEffect|fighterAbilityStasisWebifierSpeedPenalty
xx% 无人机加成: shipBonusDroneIceHarvestingICS5|duration
xx% 无人机加成: shipBonusDroneIceHarvestingORECapital5|duration
xx% 无人机加成: shipBonusDroneIceHarvestingRole|duration
xx% 无人机加成: shipBonusDroneOptimalRangeGB|maxRange
xx% 无人机加成: shipBonusDroneTrackingSpeedGBC1|trackingSpeed
xx% 无人机加成: shipBonusECMJamDroneDurationCF|ecmJamDuration
xx% 无人机加成: shipBonusMiningDroneAmountPercentRookie|miningDroneAmountPercent
xx% 无人机加成: shipBonusSentryDroneOptimalRangeEliteBonusHeavyGunship2|maxRange
xx% 无人机加成: shipBonusStasisWebDroneWebStrengthAT3|speedFactor
xx% 无人机加成: shipBonusSupercarrierA2FighterApplicationBonus|fighterAbilityAttackMissileExplosionVelocity/fighterAbilityMissilesExplosionVelocity
xx% 无人机加成: shipBonusSupercarrierA4FighterApplicationBonus|fighterAbilityAttackMissileExplosionRadius/fighterAbilityMissilesExplosionRadius
xx% 无人机加成: shipDronesMaxGC2|maxActiveDrones
xx% 无人机加成: shipRoleBonusDroneIceMiningCycleTime|duration
xx% 无人机加成: shipRoleBonusDroneOreMiningCycleTime|duration
xx% 无人机加成: skillBonusDroneSharpshooting|maxRange/fighterAbilityAttackMissileRangeOptimal/fighterAbilityAttackTurretRangeOptimal/fighterAbilityMissilesRange
xx% 无人机加成: skillBonusFighterHangarManagement|fighterCapacity
xx% 无人机加成: skillMultiplierFighterHangarSize|skillBonusFighterHangarSize
xx% 无人机加成: systemFighterExplosionRadius|fighterAbilityAttackMissileExplosionRadius/fighterAbilityMissilesExplosionRadius
xx% 无人机加成: targetDroneBandwidthMultiplier|droneBandwidth
xx% 无人机最大速度加成: DHHmoduleBonusDroneNavigationComputer|maxVelocity
xx% 无人机最大速度加成: MorduBoosterMissileVelocityBonus|maxVelocity
xx% 无人机最大速度加成: ammoInfluenceShipVelocity|maxVelocity
xx% 无人机最大速度加成: battlecruiserDroneSpeed|maxVelocity
xx% 无人机最大速度加成: battlecruiserMissileRange|maxVelocity
xx% 无人机最大速度加成: boosterMaxVelocityPenalty|maxVelocity
xx% 无人机最大速度加成: boosterMissileVelocityPenalty|maxVelocity
xx% 无人机最大速度加成: cloakingPrototype|maxVelocity
xx% 无人机最大速度加成: cloakingWarpSafe|maxVelocity
xx% 无人机最大速度加成: cloaking|maxVelocity
xx% 无人机最大速度加成: cloneJumpAccepting|warpScrambleStatus/maxVelocity/canCloak
xx% 无人机最大速度加成: concordModifyTargetSpeed|maxVelocity
xx% 无人机最大速度加成: cruiseSkillMissileProjectileVelocityBonus|maxVelocity
xx% 无人机最大速度加成: cynosuralGeneration|warpScrambleStatus/maxVelocity/canCloak
xx% 无人机最大速度加成: decreaseTargetSpeed|maxVelocity
xx% 无人机最大速度加成: droneMaxVelocityBonus|maxVelocity
xx% 无人机最大速度加成: droneMaxVelocityBonus|maxVelocity/entityCruiseSpeed
xx% 无人机最大速度加成: droneShieldRechargeRateBonus|shieldRechargeRate
xx% 无人机最大速度加成: droneTrackingBonusPassive|trackingSpeed
xx% 无人机最大速度加成: dungeonMaxVelocityModifier|maxVelocity
xx% 无人机最大速度加成: eliteBonusAssaultShipMissileVelocity1|maxVelocity
xx% 无人机最大速度加成: eliteBonusBlackOpsCloakVelocity2|maxVelocityModifier
xx% 无人机最大速度加成: eliteBonusBlackOpsMaxVelocity1|maxVelocity
xx% 无人机最大速度加成: eliteBonusCommandShipDroneTrackingCS2|trackingSpeed
xx% 无人机最大速度加成: eliteBonusCommandShipDroneTrackingHeavyMediumLightCS2|trackingSpeed/trackingSpeed/trackingSpeed
xx% 无人机最大速度加成: eliteBonusCommandShipDroneTrackingSentryCS4|trackingSpeed
xx% 无人机最大速度加成: eliteBonusCommandShipHeavyDroneVelocityCS2|maxVelocity
xx% 无人机最大速度加成: eliteBonusCommandShipsHeavyHAMvelocityCS2|maxVelocity/maxVelocity
xx% 无人机最大速度加成: eliteBonusHeavyInterdictorHeavyAssaultMissileVelocityBonus|maxVelocity
xx% 无人机最大速度加成: eliteBonusHeavyInterdictorHeavyMissileVelocityBonus1|maxVelocity
xx% 无人机最大速度加成: eliteBonusHeavyInterdictorLightMissileVelocityBonus|maxVelocity
xx% 无人机最大速度加成: eliteReconBonusHeavyAssaultMissileVelocity|maxVelocity
xx% 无人机最大速度加成: eliteReconBonusHeavyMissileVelocity|maxVelocity
xx% 无人机最大速度加成: entitySelfVelocityMultiply|maxVelocity
xx% 无人机最大速度加成: freighterMaxVelocityBonusA1|maxVelocity
xx% 无人机最大速度加成: freighterMaxVelocityBonusC1|maxVelocity
xx% 无人机最大速度加成: freighterMaxVelocityBonusG1|maxVelocity
xx% 无人机最大速度加成: freighterMaxVelocityBonusM1|maxVelocity
xx% 无人机最大速度加成: heavymissileSkillMissileProjectileVelocityBonus|maxVelocity
xx% 无人机最大速度加成: hydraDroneTrackingEffect|trackingSpeed
xx% 无人机最大速度加成: iceHarvestingDroneSpecBonus|duration/maxVelocity
xx% 无人机最大速度加成: ignoreCloakVelocityPenalty|maxVelocityModifier
xx% 无人机最大速度加成: implantVelocityBonus2|maxVelocity
xx% 无人机最大速度加成: implantVelocityBonus|maxVelocity
xx% 无人机最大速度加成: jumpPortalGenerationBO|warpScrambleStatus/maxVelocity
xx% 无人机最大速度加成: jumpPortalGeneration|warpScrambleStatus/maxVelocity
xx% 无人机最大速度加成: maxVelocityAddPassive|maxVelocity
xx% 无人机最大速度加成: miningDroneSpecBonus|miningAmount/maxVelocity
xx% 无人机最大速度加成: missileGuidanceComputerBonus4|maxVelocity/explosionDelay/aoeVelocity/aoeCloudSize
xx% 无人机最大速度加成: missileMaxVelocityBonus|maxVelocity
xx% 无人机最大速度加成: missileSkillMissileProjectileVelocityBonus|maxVelocity
xx% 无人机最大速度加成: missileVelocityBonusDefender|maxVelocity
xx% 无人机最大速度加成: missileVelocityBonusOnline|maxVelocity
xx% 无人机最大速度加成: modeVelocityPostDiv|maxVelocity
xx% 无人机最大速度加成: modifyMaxVelocityOfShipPassive|maxVelocity
xx% 无人机最大速度加成: modifyTargetSpeed2|maxVelocity
xx% 无人机最大速度加成: moduleBonusDroneNavigationComputer|maxVelocity/maxVelocity
xx% 无人机最大速度加成: navigationVelocityBonusPostPercentMaxVelocityLocationShip|maxVelocity
xx% 无人机最大速度加成: navigationVelocityBonusPostPercentMaxVelocityShip|maxVelocity
xx% 无人机最大速度加成: overloadSelfMissileGuidanceBonus5|maxVelocityModifier/aoeVelocityBonus/aoeCloudSizeBonus/explosionDelayBonus/missileVelocityBonus
xx% 无人机最大速度加成: salvageDroneSpecBonus|maxVelocity/accessDifficultyBonus
xx% 无人机最大速度加成: setMassAndAgilityAndSpeed|mass/agility/maxVelocity
xx% 无人机最大速度加成: shipBonusCarrierConcord2FighterVelocityBonus|maxVelocity
xx% 无人机最大速度加成: shipBonusCarrierM3FighterVelocity|maxVelocity
xx% 无人机最大速度加成: shipBonusCloakVelocityBonusGF|maxVelocityModifier
xx% 无人机最大速度加成: shipBonusCloakVelocityMF|maxVelocityModifier
xx% 无人机最大速度加成: shipBonusCloakedVelocityRole1|maxVelocityModifier
xx% 无人机最大速度加成: shipBonusDroneMWDboostrole6|maxVelocity
xx% 无人机最大速度加成: shipBonusDroneMWDboostrole|maxVelocity
xx% 无人机最大速度加成: shipBonusDroneTrackingABC2|trackingSpeed
xx% 无人机最大速度加成: shipBonusDroneTrackingEliteGunship2|trackingSpeed
xx% 无人机最大速度加成: shipBonusDroneTrackingGB2|trackingSpeed
xx% 无人机最大速度加成: shipBonusDroneTrackingGB|trackingSpeed
xx% 无人机最大速度加成: shipBonusDroneTrackingGC2|trackingSpeed
xx% 无人机最大速度加成: shipBonusDroneTrackingGC|trackingSpeed
xx% 无人机最大速度加成: shipBonusDroneTrackingGF|trackingSpeed
xx% 无人机最大速度加成: shipBonusHAMVelocityEliteBonusHeavyGunship1|maxVelocity
xx% 无人机最大速度加成: shipBonusHMLVelocityEliteBonusHeavyGunship1|maxVelocity
xx% 无人机最大速度加成: shipBonusHeavyDRoneTrackingGC|trackingSpeed
xx% 无人机最大速度加成: shipBonusHeavyDroneSpeedGC|maxVelocity
xx% 无人机最大速度加成: shipBonusMissileVelocityAD2|maxVelocity
xx% 无人机最大速度加成: shipBonusMissileVelocityCC2|maxVelocity
xx% 无人机最大速度加成: shipBonusRoguelikeTalent1111_1|maxVelocity
xx% 无人机最大速度加成: shipBonusRole3XLTorpdeoVelocityBonus|maxVelocity
xx% 无人机最大速度加成: shipBonusSentryDroneTrackingEliteBonusHeavyGunship2|trackingSpeed
xx% 无人机最大速度加成: shipBonusStasisWebDroneVelocityAT2|maxVelocity
xx% 无人机最大速度加成: shipBonusSupercarrierM2FighterVelocity|maxVelocity
xx% 无人机最大速度加成: shipBonusTorpedoVelocity2AF|maxVelocity
xx% 无人机最大速度加成: shipBonusTorpedoVelocityCF2|maxVelocity
xx% 无人机最大速度加成: shipBonusTorpedoVelocityGF2|maxVelocity
xx% 无人机最大速度加成: shipBonusTorpedoVelocityMF2|maxVelocity
xx% 无人机最大速度加成: shipBonusVelocityCI|maxVelocity
xx% 无人机最大速度加成: shipBonusVelocityGI|maxVelocity
xx% 无人机最大速度加成: shipCruiseAndTorpedoVelocityBonusCB3|maxVelocity/maxVelocity
xx% 无人机最大速度加成: shipCruiseMissileVelocityBonusCB3|maxVelocity
xx% 无人机最大速度加成: shipDroneMWDSpeedBonusRookie|maxVelocity
xx% 无人机最大速度加成: shipLightMissileMaxVelocityBonusPostDivSkua|maxVelocity
xx% 无人机最大速度加成: shipLightMissileMaxVelocityBonusRookie|maxVelocity
xx% 无人机最大速度加成: shipMissileAssaultMissileVelocityBonusCC2|maxVelocity
xx% 无人机最大速度加成: shipMissileHeavyAssaultVelocityABC2|maxVelocity
xx% 无人机最大速度加成: shipMissileHeavyVelocityABC2|maxVelocity
xx% 无人机最大速度加成: shipMissileHeavyVelocityBonusCC2|maxVelocity
xx% 无人机最大速度加成: shipMissileLightVelocityBonusCC2|maxVelocity
xx% 无人机最大速度加成: shipMissileVelocityCD1|maxVelocity
xx% 无人机最大速度加成: shipMissileVelocityCF|maxVelocity
xx% 无人机最大速度加成: shipMissileVelocityPirateFactionFrigate|maxVelocity
xx% 无人机最大速度加成: shipMissileVelocityPirateFactionLight|maxVelocity
xx% 无人机最大速度加成: shipMissileVelocityPirateFactionRocket|maxVelocity
xx% 无人机最大速度加成: shipModeMissileVelocityPostDiv|maxVelocity
xx% 无人机最大速度加成: shipModuleFocusedWarpDisruptionScript|maxVelocity/warpScrambleStatus/maxVelocityMultiplier/gateScrambleStatus
xx% 无人机最大速度加成: shipModuleFocusedWarpScramblingScript|maxVelocity/warpScrambleStatus/activationBlocked/activationBlocked/maxVelocityMultiplier/gateScrambleStatus
xx% 无人机最大速度加成: shipRocketMaxVelocityBonusPostDivSkua|maxVelocity
xx% 无人机最大速度加成: shipRocketMaxVelocityBonusRookie|maxVelocity
xx% 无人机最大速度加成: shipTorpedosVelocityBonusCB3|maxVelocity
xx% 无人机最大速度加成: shipVelocityBonusAI|maxVelocity
xx% 无人机最大速度加成: shipVelocityBonusATC1|maxVelocity
xx% 无人机最大速度加成: shipVelocityBonusMI|maxVelocity
xx% 无人机最大速度加成: shipVelocityBonusRookie|maxVelocity
xx% 无人机最大速度加成: skillBonusDroneNavigation|maxVelocity/maxVelocity
xx% 无人机最大速度加成: skillBonusLightFighters|maxVelocity
xx% 无人机最大速度加成: skillDotPodVelocityBonus|maxVelocity
xx% 无人机最大速度加成: skillMultiplierDefenderMissileVelocity|maxVelocity
xx% 无人机最大速度加成: skillMultiplierMaxVelocityBonus|maxVelocityBonus
xx% 无人机最大速度加成: solarFlareShipBonusLMHMHAMFlightSpeed|maxVelocity/maxVelocity
xx% 无人机最大速度加成: solarFlareShipBonusRocketAndLightMissileFlySpeedBonus|maxVelocity/maxVelocity
xx% 无人机最大速度加成: subsystemBonusAmarrPropulsionMaxVelocity|maxVelocity
xx% 无人机最大速度加成: subsystemBonusCaldariOffensive3HMLHAMVelocity|maxVelocity/maxVelocity
xx% 无人机最大速度加成: subsystemBonusCaldariOffensive3HeavyMissileVelocity|maxVelocity
xx% 无人机最大速度加成: subsystemBonusCaldariPropulsionMaxVelocity|maxVelocity
xx% 无人机最大速度加成: subsystemBonusGallenteEngineering2DroneMWD|maxVelocity
xx% 无人机最大速度加成: subsystemBonusGallenteOffensive2DroneVeloTracking|trackingSpeed/maxVelocity
xx% 无人机最大速度加成: subsystemBonusMinmatarPropulsionMaxVelocity|maxVelocity
xx% 无人机最大速度加成: systemDroneSpeedBonusPercent|maxVelocity
xx% 无人机最大速度加成: systemDroneTracking|trackingSpeed
